Time,,,Percentage Sliders,,,,,Intake,Mikromol/Second,,,Masses,gramm DW,,,Pools,Mikromol,,Rates,MirkoMol/Second,,
Days,Hours,Minutes,Leaf_percentage, Stem_percentage,Root_percentage,Starch_percentage,Seed_percentage,Water_in,Nitrate_in,Starch_in,Photon_in,Leaf_mass,Stem_mass,Root_mass,Seed_mass,Water_pool,Starch_pool,Nitrate_pool,Leaf_rate,Stem_rate,Root_rate,Seed_rate
0,0.9778141666666667,58.66885,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.0,0.1,0,0,0,0,0,0,0
0,1.0894130555555555,5.3647833333333335,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.132230910559491,0.1,0,0,0,0.0,0.0,0.00011538473870809085,0.0
0,1.2249755555555555,13.498533333333333,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.178963226950017,0.1,0,0,0,0.0,0.0,0.00011538854260484399,0.0
0,1.3577263888888889,21.463583333333332,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.224681631317713,0.1,0,0,0,0.0,0.0,0.00011539234662683029,0.0
0,1.4922847222222222,29.53708333333333,0.0,0.0,100.0,0,0,0,0,0,0,0.9001,1.0,4.271116995978767,0.1,0,0,0,0.0,0.0,0.00011539615077449383,0.0
0,1.6267091666666667,37.60255,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.317392334583883,0.1,0,0,0,0.0,0.0,0.00011539995504694645,0.0
0,1.7604641666666667,45.62785,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.363576847591126,0.1,0,0,0,0.0,0.0,0.0001154037594450763,0.0
0,1.8926794444444444,53.560766666666666,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.4091627691601145,0.1,0,0,0,0.0,0.0,0.00011540756396888341,0.0
0,2.0282419444444444,1.6945166666666667,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,1.0,4.455904320185113,0.11,0,0,0,0.0,0.0,0.00011541136861747958,0.0
0,2.160858888888889,9.651533333333333,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9999972,4.500861408005417,0.15161015813022974,0,0,0,0.0,0.0,0.0001133791774670101,1.13379177466566e-05
0,2.2960197222222223,17.761183333333335,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9997953000000009,4.546645240628095,0.19739399075302236,0,0,0,0.0,0.0,0.00011338321649301264,1.1338321649345673e-05
0,2.4295069444444444,25.770416666666666,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9995959000000014,4.591863792213386,0.24261254233840882,0,0,0,0.0,0.0,0.00011338725566334418,1.1338725566356622e-05
0,2.5625925,33.75555,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9993971000000017,4.636947881073839,0.28769663119852507,0,0,0,0.0,0.0,0.00011339129497800471,1.1339129497689449e-05
0,2.6973516666666666,41.8411,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9991957000000017,4.682623235791064,0.33337198591589756,0,0,0,0.0,0.0,0.00011339533443610605,1.1339533443677219e-05
0,2.830236388888889,49.81418333333333,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9989973000000021,4.727619819789725,0.378368569914454,0,0,0,0.0,0.0,0.0001133993740380923,1.1339937403764822e-05
0,2.9651294444444445,57.90776666666667,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9987958000000022,4.77332108448423,0.42406983460928693,0,0,0,0.0,0.0,0.00011340341378396346,1.1340341378507368e-05
0,3.0978802777777776,5.872816666666667,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9985974000000025,4.818320848606662,0.46906959873158904,0,0,0,0.0,0.0,0.0001134074536741636,1.1340745367349747e-05
0,3.233442777777778,14.006566666666666,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9983949000000029,4.864252212676062,0.5150009628010016,0,0,0,0.0,0.0,0.00011341149370824866,1.134114937084707e-05
0,3.365591111111111,21.935466666666667,0.0,0.0,100.0,0,10,0,0,0,0,0.9001,0.9981975000000028,4.909028381025666,0.5597771311505512,0,0,0,0.0,0.0,0.00011341553388577452,1.1341553388555248e-05
0,3.500484166666667,30.02905,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.997835800000003,4.954713476836055,0.6054622269609226,0,0,0,0.0,0.0,0.00011341957420807347,1.1341957420807347e-05
0,3.6349755555555556,38.098533333333336,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9974342000000042,5.0002641128075895,0.6510128629323985,0,0,0,0.0,0.0,0.00011342361467292505,1.1342361467270301e-05
0,3.7673916666666667,46.0435,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9970384000000051,5.045158467641617,0.6959072177663442,0,0,0,0.0,0.0,0.00011342765528299381,1.1342765528277177e-05
0,3.901682222222222,54.10093333333333,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9966372000000056,5.090666978005969,0.7414157281306785,0,0,0,0.0,0.0,0.00011343169603605929,1.134316960360593e-05
0,4.036374444444444,2.1824666666666666,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.996234800000006,5.136313232452598,0.7870619825772384,0,0,0,0.0,0.0,0.00011343573693389786,1.1343573693367581e-05
0,4.169660833333333,10.17965,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.9958364000000067,5.18150735389218,0.8322561040169562,0,0,0,0.0,0.0,0.00011343977797517724,1.1343977797562133e-05
0,4.302880277777778,18.172816666666666,0.0,0.0,100.0,-100.0,10,0,0,0,0,0.9001,0.995438400000007,5.226657706993994,0.8774064571184391,0,0,0,0.0,0.0,0.00011344381916078561,1.1344381915967539e-05
