Time,,,Percentage Sliders,,,,,Intake,Mikromol/Second,,,Masses,gramm DW,,,Pools,Mikromol,,Rates,MirkoMol/Second,,
Days,Hours,Minutes,Leaf_percentage, Stem_percentage,Root_percentage,Starch_percentage,Seed_percentage,Water_in,Nitrate_in,Starch_in,Photon_in,Leaf_mass,Stem_mass,Root_mass,Seed_mass,Water_pool,Starch_pool,Nitrate_pool,Leaf_rate,Stem_rate,Root_rate,Seed_rate
0,0.9974972222222223,59.849833333333336,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.0,0.1,0,0,0,0,0,0,0
0,1.6663875,39.98325,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.040223119913637,0.1,0,0,0,0.0,0.0,0.00011538473870809085,0.0
0,2.3309408333333335,19.85645,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.086193843013367,0.1,0,0,0,0.0,0.0,0.00011538854260484399,0.0
0,2.993158888888889,59.589533333333335,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.131981478985034,0.1,0,0,0,0.0,0.0,0.00011539234662683029,0.0
0,3.6600475,39.60285,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.178162937877065,0.1,0,0,0,0.0,0.0,0.00011539615077449383,0.0
0,4.334942777777778,20.096566666666668,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.224876765116339,0.1,0,0,0,0.0,0.0,0.00011539995504694645,0.0
0,4.9938247222222225,59.62948333333333,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.270461180096216,0.1,0,0,0,0.0,0.0,0.0001154037594450763,0.0
0,5.665050277777778,39.903016666666666,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.316808812131839,0.1,0,0,0,0.0,0.0,0.00011540756396888341,0.0
0,6.3362758333333336,20.17655,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.363319541941463,0.1,0,0,0,0.0,0.0,0.00011541136861747958,0.0
0,7.0048325,0.28995,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9001,1.0,4.409577895496893,0.1,0,0,0,0.0,0.0,0.00011541517339219709,0.0
0,7.671721111111111,40.303266666666666,7.222222222222214,7.222222222222214,85.55555555555556,-100.0,0,0,0,0,0,0.9001,1.0,4.455745440393976,0.1,0,0,0,0.0,0.0,0.00011541897829214776,0.0
0,8.340611388888888,20.436683333333335,7.222222222222214,7.222222222222214,85.55555555555556,-100.0,0,0,0,0,0,0.9031386558568595,1.0030386558568591,4.494650383413151,0.1,0,0,0,8.133447154334839e-06,8.133447154334839e-06,9.635006629071796e-05,0.0
0,9.006832777777777,0.40996666666666665,7.222222222222214,7.222222222222214,85.55555555555556,-100.0,10,0,0,0,0,0.9063985831845546,1.0062985831845188,4.533267984063999,0.11,0,0,0,8.16419321714168e-06,8.164193217030657e-06,9.671428887880751e-05,0.0
0,9.670385277777777,40.22311666666667,7.222222222222214,7.222222222222214,85.55555555555556,-100.0,10,0,0,0,0,0.9095998806024204,1.0094998806024083,4.571191045783581,0.14442311819809006,0,0,0,8.024900232550536e-06,8.024900232661558e-06,9.506420275595673e-05,1.1111400322172393e-05
0,10.335272222222223,20.116333333333333,7.222222222222214,7.222222222222214,85.55555555555556,-100.0,10,0,0,0,0,0.9128993205788678,1.012699320578798,4.609092103965783,0.18872305633317954,0,0,0,8.027219323247792e-06,8.027219323025747e-06,9.509167505861171e-05,1.1114611370488525e-05
