time,temperature,sun_intensity,humidity,precipitation,accessible_water,accessible_nitrate,leaf_biomass,stem_biomass,root_biomass,seed_biomass,starch_pool,max_starch_pool,water_pool,max_water_pool,leaf_percent,stem_percent,root_percent,seed_percent,starch_percent,action,reward
24000,2.0388,-0.34202014332566855,60.0,0.0,79203.14230986018,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2273.087372020794,2273.087372020794,0,0,0,0,100,PRODUCE_STARCH,0.0
24600,2.0388,-0.3007057995042731,60.0,0.0,78731.52344249212,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2273.087372020794,2273.087372020794,0,0,0,0,100,BUY_SEED,0.0
25200,2.9212000000000007,-0.2588190451025205,52.0,0.0,78262.73428647484,19.999890557743953,0.010039300851160374,0.020056265240385156,0.02003134209635536,3.062601230670094e-05,2.350622936936731,2.3663506025113814,2273.087372020794,2273.668186675893,100,0,0,0,-100,GROW_LEAVES,0.00026061359938471453
25800,2.9212000000000007,-0.2164396139381028,52.0,0.0,77796.1770486915,19.999890557743953,0.010039300851160374,0.020056265240385156,0.02003134209635536,3.062601230670094e-05,2.350622936936731,2.3663506025113814,2273.668186675893,2273.668186675893,0,0,0,0,100,PRODUCE_STARCH,0.0
26400,2.9212000000000007,-0.17364817766693005,52.0,0.0,77332.9999667352,19.999890557743953,0.010039300851160374,0.020056265240385156,0.02003134209635536,3.062601230670094e-05,2.350622936936731,2.3663506025113814,2273.668186675893,2273.668186675893,0,0,0,0,100,BUY_STEM,0.0
27000,2.9212000000000007,-0.13052619222005146,52.0,0.0,76872.60193850561,19.9998777006681,0.010039300851160374,0.020056265240385156,0.020045430250411365,3.626127392910291e-05,2.349249122695206,2.367262931795892,2273.668186675893,2274.544782928267,0,0,100,0,-100,GROW_ROOTS,0.0003932293720757297
27600,2.9212000000000007,-0.08715574274765821,52.0,0.0,76414.08970576589,19.9998777006681,0.010039300851160374,0.020056265240385156,0.020045430250411365,3.626127392910291e-05,2.349249122695206,2.367262931795892,2274.544782928267,2274.544782928267,0,0,0,0,100,PRODUCE_STARCH,0.0
28200,2.9212000000000007,-0.04361938736533585,52.0,0.0,75959.20513970642,19.9998777006681,0.010039300851160374,0.020056265240385156,0.020045430250411365,3.626127392910291e-05,2.349249122695206,2.367262931795892,2274.544782928267,2274.544782928267,0,0,0,0,100,PRODUCE_STARCH,0.0
28800,4.686,0.0,44.0,0.0,75507.04987780463,19.9998777006681,0.010039300851160374,0.020056265240385156,0.020045430250411365,3.626127392910291e-05,2.349249122695206,2.367262931795892,2274.544782928267,2274.544782928267,0,0,0,0,100,OPEN_STOMATA,0.0
29400,4.686,0.043619387365336194,44.0,0.0,75057.60754394838,19.999864843600122,0.01004869709748069,0.020056265240385156,0.020045430250411365,4.0019772457228564e-05,2.3482574521763024,2.367871419653734,2274.544782928267,2275.1294382548635,100,0,0,0,-100,GROW_LEAVES,0.0002621654804080517
30000,4.686,0.08715574274765821,44.0,0.0,74610.27720493788,19.99985198654001,0.01004869709748069,0.020069871469127653,0.020045430250411365,4.5462263954226416e-05,2.346918596035268,2.3687525401244622,2275.1294382548635,2275.9760480432856,0,100,0,0,-100,GROW_STEM,0.00037952906428804486
30600,4.686,0.13052619222005182,44.0,0.0,74165.36888934561,19.999839129487775,0.01004869709748069,0.020083744526561077,0.020045430250411365,5.101148692759692e-05,2.345561133595628,2.3696509400505206,2275.9760480432856,2276.83926050581,0,100,0,0,-100,GROW_STEM,0.0003868251120137956
31200,4.686,0.17364817766693041,44.0,0.0,73723.11341113175,19.999826272443407,0.01004869709748069,0.02009757445285084,0.020045430250411365,5.654345744350154e-05,2.344221192871352,2.3705465468636353,2276.83926050581,2277.699789252729,0,100,0,0,-100,GROW_STEM,0.0003854733673125346
31800,4.686,0.21643961393810315,44.0,0.0,73283.51412873335,19.999813415406912,0.01004869709748069,0.020111534500916767,0.020045430250411365,6.212747666987222e-05,2.3429210824162796,2.3714505801822012,2277.699789252729,2278.5684144657203,0,100,0,0,-100,GROW_STEM,0.00038895024476745993
32400,4.686,0.25881904510252085,40.0,0.0,72846.54341387853,19.99980055837829,0.01004869709748069,0.020111534500916767,0.020045430250411365,7.193034525623735e-05,2.3429455895877456,2.37190402314712,2278.5684144657203,2279.004097514003,0,0,0,0,100,OPEN_STOMATA,0.00019501292413901875
33000,4.686,0.3007057995042731,40.0,0.0,72412.17773022584,19.99978770135754,0.01004869709748069,0.020111534500916767,0.020045430250411365,8.182746756324942e-05,2.342970332393513,2.3723618259263293,2279.004097514003,2279.443969616537,0,0,0,0,100,BUY_LEAF,0.00019684956807024254
33600,4.686,0.3420201433256689,40.0,0.0,71980.41496447199,19.999774844344664,0.01004869709748069,0.02012569582439372,0.020045430250411365,8.749199695403032e-05,2.3416424296830423,2.373278893560888,2279.443969616537,2280.3251186328803,0,100,0,0,-100,GROW_STEM,0.00039425020292819087
34200,4.686,0.3826834323650898,40.0,0.0,71551.2503014771,19.99976198733966,0.01004869709748069,0.02012569582439372,0.020045430250411365,9.751354847218375e-05,2.341667483561838,2.3737424519564176,2280.3251186328803,2280.7705209225765,0,0,0,0,100,OPEN_STOMATA,0.00019920664588127563
34800,4.686,0.42261826174069955,40.0,0.0,71124.64727229204,19.999749130342522,0.01004869709748069,0.02013998247762946,0.020045430250411365,0.00010322820976648074,2.3403360555997526,2.374667635772039,2280.7705209225765,2281.659468235022,0,100,0,0,-100,GROW_STEM,0.00039750344182613146
35400,4.686,0.4617486132350339,40.0,0.0,70700.61035150226,19.999749130342522,0.01004869709748069,0.02013998247762946,0.020045430250411365,0.00010322820976648074,2.3403360555997526,2.374667635772039,2281.659468235022,2281.659468235022,0,0,0,0,100,CLOSE_STOMATA,0.0
36000,5.5684000000000005,0.5000000000000001,36.0,0.0,70280.00659156065,19.999736273353264,0.010058261778605535,0.02013998247762946,0.020045430250411365,0.00010705408221641901,2.3393829536949298,2.3752870312338232,2281.659468235022,2282.254603949457,100,0,0,0,-100,GROW_LEAVES,0.0002660163230205976
36600,5.5684000000000005,0.5372996083468239,36.0,0.0,69861.33130993492,19.99972341637187,0.010058261778605535,0.02013998247762946,0.02006010143785603,0.00011292255719428495,2.3380212276842562,2.376237116950596,2282.254603949457,2283.167477834903,0,0,100,0,-100,GROW_ROOTS,0.0004079317816877965
37200,5.5684000000000005,0.5735764363510464,36.0,0.0,69444.85033273308,19.999710559398352,0.010058261778605535,0.02013998247762946,0.02007483223761855,0.00011881487709929393,2.336670496415182,2.377191063078256,2283.167477834903,2284.084060931237,0,0,100,0,-100,GROW_ROOTS,0.00040942228344621924
37800,5.5684000000000005,0.6087614290087208,36.0,0.0,69030.8635740137,19.999697702432705,0.010058261778605535,0.02013998247762946,0.02007483223761855,0.00012912504640470824,2.3366962718384454,2.377667971821597,2284.084060931237,2284.5422906781446,0,0,0,0,100,OPEN_STOMATA,0.00020459976843336818
38400,5.5684000000000005,0.6427876096865393,36.0,0.0,68619.3438018207,19.999684845474924,0.010067990298341474,0.02013998247762946,0.02007483223761855,0.00013301645429908353,2.3357511049262145,2.3782979772442205,2284.5422906781446,2285.1476207950477,100,0,0,0,-100,GROW_LEAVES,0.0002702248555439289
39000,5.5684000000000005,0.6755902076156604,36.0,0.0,68210.62226249809,19.999671988525023,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.00013689191392264794,2.3348053617818767,2.37892540069719,2285.1476207950477,2285.750470069824,100,0,0,0,-100,GROW_LEAVES,0.000269044682552932
39600,4.686,0.7071067811865475,36.0,0.0,67804.35457584736,19.999659131582987,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.0001473810271051266,2.334831584564833,2.3794105866954443,2285.750470069824,2286.2166528779344,0,0,0,0,100,BUY_ROOT,0.00020799605354210034
40200,4.686,0.7372773368101241,36.0,0.0,67400.12506284974,19.999646274648825,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.00015799087332319463,2.334858109180378,2.3799013573391665,2286.2166528779344,2286.6882015987376,0,0,0,0,100,BUY_LEAF,0.0002103464031845593
40800,4.686,0.766044443118978,36.0,0.0,66998.31424876097,19.999633417722535,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.00016868251308593195,2.334884838279785,2.3803959114374034,2286.6882015987376,2287.1633855881923,0,0,0,0,100,BUY_STEM,0.0002119234306880203
41400,4.686,0.7933533402912353,36.0,0.0,66598.91045830547,19.999620560804118,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.00017948932116932693,2.3349118552999935,2.3808957927788157,2287.1633855881923,2287.6436881696764,0,0,0,0,100,OPEN_STOMATA,0.00021416084408652203
42000,4.686,0.8191520442889918,36.0,0.0,66201.89802358094,19.999607703893567,0.010077678947400383,0.02013998247762946,0.02007483223761855,0.00019035857463268004,2.3349390284336518,2.3813985626031235,2287.6436881696764,2288.1267661013812,0,0,0,0,100,BUY_ROOT,0.0002153522176222596
42600,4.686,0.8433914458128858,36.0,0.0,65807.26546537476,19.999594846990895,0.010077678947400383,0.02013998247762946,0.02009019088874418,0.00019650203508293144,2.3336086964395473,2.3823931675128076,2288.1267661013812,2289.0824155047535,0,0,100,0,-100,GROW_ROOTS,0.00042592901595195684
43200,4.686,0.8660254037844387,38.0,0.0,65415.0650310386,19.99958199009609,0.010077678947400383,0.02013998247762946,0.02009019088874418,0.00020756606998553767,2.333636356526804,2.382904947176689,2289.0824155047535,2289.5741503893137,0,0,0,0,100,PRODUCE_STARCH,0.00021907091072152516
43800,4.686,0.8870108331782216,38.0,0.0,65025.178661876766,19.999569133209157,0.010077678947400383,0.02013998247762946,0.02009019088874418,0.00021869403642410157,2.3336641764429005,2.383419684067321,2289.5741503893137,2290.068726675472,0,0,0,0,100,BUY_STEM,0.0002202885137765853
44400,4.686,0.9063077870366498,38.0,0.0,64637.628416013395,19.999556276330097,0.010077678947400383,0.02013998247762946,0.02009019088874418,0.0002299245424562382,2.333692252707981,2.3839391640448286,2290.068726675472,2290.5678602769003,0,0,0,0,100,BUY_LEAF,0.00022226941763053487
45000,4.686,0.923879532511287,38.0,0.0,64252.39978319632,19.999543419458902,0.010077678947400383,0.02013998247762946,0.020105745343469907,0.00023614632434652494,2.332384016647553,2.384946448923632,2290.5678602769003,2291.53569301539,0,0,100,0,-100,GROW_ROOTS,0.00043089027596066514
45600,4.686,0.9396926207859084,38.0,0.0,63869.51723405917,19.999530562595588,0.010077678947400383,0.02013998247762946,0.02012139256438665,0.00024240521271322297,2.3310784920344356,2.385959741212089,2291.53569301539,2292.509297872432,0,0,100,0,-100,GROW_ROOTS,0.0004332733962899303
46200,4.686,0.9537169507482269,38.0,0.0,63488.92618708782,19.999530562595588,0.010077678947400383,0.02013998247762946,0.02012139256438665,0.00024240521271322297,2.3310784920344356,2.385959741212089,2292.509297872432,2292.509297872432,0,0,0,0,100,CLOSE_STOMATA,0.0
46800,3.8035999999999994,0.9659258262890682,44.0,0.0,63111.59226919422,19.99951770574014,0.010077678947400383,0.02013998247762946,0.0201370710861678,0.000248676621425683,2.3297764911691736,2.3869750605010402,2292.509297872432,2293.484850338815,0,0,100,0,-100,GROW_ROOTS,0.0004339521010237837
47400,3.8035999999999994,0.9762960071199335,44.0,0.0,62735.546779194425,19.99951770574014,0.010077678947400383,0.02013998247762946,0.0201370710861678,0.000248676621425683,2.3297764911691736,2.3869750605010402,2293.484850338815,2293.484850338815,0,0,0,0,100,BUY_LEAF,0.0
48000,3.8035999999999994,0.9848077530122081,44.0,0.0,62362.73309033186,19.99951770574014,0.010077678947400383,0.02013998247762946,0.0201370710861678,0.000248676621425683,2.3297764911691736,2.3869750605010402,2293.484850338815,2293.484850338815,0,0,0,0,100,BUY_SEED,0.0
48600,3.8035999999999994,0.9914448613738104,44.0,0.0,61992.1562581748,19.99951770574014,0.010077678947400383,0.02013998247762946,0.0201370710861678,0.000248676621425683,2.3297764911691736,2.3869750605010402,2293.484850338815,2293.484850338815,0,0,0,0,100,CLOSE_STOMATA,0.0
49200,3.8035999999999994,0.9961946980917455,44.0,0.0,61623.802860387405,19.999504848892563,0.01008770342942397,0.02013998247762946,0.0201370710861678,0.000252686414235117,2.328875008539994,2.3876242320302414,2293.484850338815,2294.108595886949,100,0,0,0,-100,GROW_LEAVES,0.00027733852468791065
49800,3.8035999999999994,0.9990482215818578,44.0,0.0,61257.03580958207,19.99949199205286,0.01008770342942397,0.020155292277931627,0.0201370710861678,0.000258810334355983,2.3276033348727707,2.388615673428465,2294.108595886949,2295.0612056835284,0,100,0,0,-100,GROW_STEM,0.0004234453378156517
50400,5.5684000000000005,1.0,38.0,0.0,60892.14046770515,19.99947913522103,0.010097742183960713,0.020155292277931627,0.0201370710861678,0.0002628258361706805,2.326707755542918,2.38926576922579,2295.0612056835284,2295.685839299148,100,0,0,0,-100,GROW_LEAVES,0.0002775388624030512
51000,5.5684000000000005,0.9990482215818578,38.0,0.0,60529.762436636214,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2295.685839299148,2296.6753899014448,0,0,100,0,-100,GROW_ROOTS,0.0004395577500300239
51600,5.5684000000000005,0.9961946980917455,38.0,0.0,60169.19373196541,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,PRODUCE_STARCH,0.0
52200,5.5684000000000005,0.9914448613738105,38.0,0.0,59811.77795694793,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_STEM,0.0
52800,5.5684000000000005,0.984807753012208,38.0,0.0,59456.50664197388,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_LEAF,0.0
53400,5.5684000000000005,0.9762960071199334,38.0,0.0,59103.366918812404,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_ROOT,0.0
54000,4.686,0.9659258262890683,44.0,0.0,58752.34599640063,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,PRODUCE_STARCH,0.0
54600,4.686,0.9537169507482269,44.0,0.0,58403.43116038013,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,CLOSE_STOMATA,0.0
55200,4.686,0.9396926207859084,44.0,0.0,58056.60977263619,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_LEAF,0.0
55800,4.686,0.9238795325112866,44.0,0.0,57711.86927083983,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_SEED,0.0
56400,4.686,0.9063077870366498,44.0,0.0,57369.19716799261,19.999466278397072,0.010097742183960713,0.020155292277931627,0.02015297457799043,0.0002691872328997327,2.3254298658562087,2.3902956572620844,2296.6753899014448,2296.6753899014448,0,0,0,0,100,BUY_STEM,0.0
57000,4.686,0.8870108331782218,44.0,0.0,57028.581051974135,19.99945342158098,0.010097742183960713,0.020155292277931627,0.020169013306546902,0.00027560272432232126,2.3241357169058965,2.3913343030413827,2296.6753899014448,2297.673355233847,0,0,100,0,-100,GROW_ROOTS,0.00044310079941655756
57600,3.8035999999999994,0.8660254037844387,48.0,0.0,56689.01061975992,19.99945342158098,0.010097742183960713,0.020155292277931627,0.020169013306546902,0.00027560272432232126,2.3241357169058965,2.3913343030413827,2297.673355233847,2297.673355233847,0,0,0,0,100,BUY_STEM,0.0
58200,3.8035999999999994,0.8433914458128856,48.0,0.0,56352.47552609595,19.99945342158098,0.010097742183960713,0.020155292277931627,0.020169013306546902,0.00027560272432232126,2.3241357169058965,2.3913343030413827,2297.673355233847,2297.673355233847,0,0,0,0,100,BUY_STEM,0.0
