time,temperature,sun_intensity,humidity,precipitation,accessible_water,accessible_nitrate,leaf_biomass,stem_biomass,root_biomass,seed_biomass,starch_pool,max_starch_pool,water_pool,max_water_pool,leaf_percent,stem_percent,root_percent,seed_percent,starch_percent,action,reward
600,1.72,-0.8870108331782218,61.0,0.0,100003.6,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2266.666666666667,2267.4369114145566,0,0,100,0,-100,GROW_ROOTS,0
1200,1.72,-0.90630778703665,61.0,0.0,99407.1784,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2266.666666666667,2267.4369114145566,0,0,0,0,100,BUY_ROOT,0.0
1800,1.72,-0.9238795325112867,61.0,0.0,98814.33532960001,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2266.666666666667,2267.4369114145566,0,0,0,0,100,BUY_ROOT,0.0
2400,1.72,-0.9396926207859084,61.0,0.0,98225.04931762241,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2266.666666666667,2267.4369114145566,0,0,0,0,100,OPEN_STOMATA,0.0
3000,1.72,-0.9537169507482269,61.0,0.0,97639.29902171668,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2266.666666666667,2267.4369114145566,0,0,0,0,100,CLOSE_STOMATA,0.0
3600,1.1563999999999997,-0.9659258262890684,60.0,0.0,97056.2929828385,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2267.4369114145566,2267.4369114145566,0,0,0,0,100,BUY_SEED,0.0
4200,1.1563999999999997,-0.9762960071199334,60.0,0.0,96477.55522494145,19.999993414634147,0.01,0.02,0.020017330506827517,0,2.358916673762568,2.359865319366071,2267.4369114145566,2267.4369114145566,0,0,0,0,100,BUY_STEM,0.0
4800,1.1563999999999997,-0.984807753012208,60.0,0.0,95902.28989359163,19.99998055749532,0.01,0.020023705798181555,0.020017330506827517,2.3705798181556292e-06,2.3581705363601593,2.361071512232002,2267.4369114145566,2268.5958615478767,0,100,0,0,-100,GROW_STEM,0.0005213468558892462
5400,1.1563999999999997,-0.9914448613738105,60.0,0.0,95329.31720409618,19.99998055749532,0.01,0.020023705798181555,0.020017330506827517,2.3705798181556292e-06,2.3581705363601593,2.361071512232002,2268.5958615478767,2268.5958615478767,0,0,0,0,100,PRODUCE_STARCH,0.0
6000,1.1563999999999997,-0.9961946980917455,60.0,0.0,94760.94130087008,19.99998055749532,0.01,0.020023705798181555,0.020017330506827517,2.3705798181556292e-06,2.3581705363601593,2.361071512232002,2268.5958615478767,2268.5958615478767,0,0,0,0,100,BUY_SEED,0.0
6600,1.1563999999999997,-0.9990482215818578,60.0,0.0,94195.97565306144,19.999967700364365,0.010011480475571011,0.020023705798181555,0.020017330506827517,4.666674932357781e-06,2.3574454051602034,2.3617087633593514,2268.5958615478767,2269.208153578331,100,0,0,0,-100,GROW_LEAVES,0.00027529242197533755
7200,1.1563999999999997,-1.0,64.0,0.0,93633.78750710582,19.999967700364365,0.010011480475571011,0.020023705798181555,0.020017330506827517,4.666674932357781e-06,2.3574454051602034,2.3617087633593514,2269.208153578331,2269.208153578331,0,0,0,0,100,BUY_LEAF,0.0
7800,1.1563999999999997,-0.9990482215818578,64.0,0.0,93075.58478205076,19.999967700364365,0.010011480475571011,0.020023705798181555,0.020017330506827517,4.666674932357781e-06,2.3574454051602034,2.3617087633593514,2269.208153578331,2269.208153578331,0,0,0,0,100,OPEN_STOMATA,0.0
8400,1.1563999999999997,-0.9961946980917455,64.0,0.0,92520.73127333727,19.999954843241284,0.010011480475571011,0.020042691925951456,0.020017330506827517,8.463900486337667e-06,2.356402184711974,2.3627626335801915,2269.208153578331,2270.220747059392,0,100,0,0,-100,GROW_STEM,0.0004551465294511406
9000,1.1563999999999997,-0.9914448613738104,64.0,0.0,91968.19429218188,19.999954843241284,0.010011480475571011,0.020042691925951456,0.020017330506827517,8.463900486337667e-06,2.356402184711974,2.3627626335801915,2270.220747059392,2270.220747059392,0,0,0,0,100,CLOSE_STOMATA,0.0
9600,1.1563999999999997,-0.984807753012208,64.0,0.0,91419.9851263757,19.999954843241284,0.010011480475571011,0.020042691925951456,0.020017330506827517,8.463900486337667e-06,2.356402184711974,2.3627626335801915,2270.220747059392,2270.220747059392,0,0,0,0,100,BUY_SEED,0.0
10200,1.1563999999999997,-0.9762960071199334,64.0,0.0,90875.06521553817,19.999954843241284,0.010011480475571011,0.020042691925951456,0.020017330506827517,8.463900486337667e-06,2.356402184711974,2.3627626335801915,2270.220747059392,2270.220747059392,0,0,0,0,100,BUY_ROOT,0.0
10800,0.2740000000000009,-0.9659258262890682,66.0,0.0,90333.41482413019,19.999954843241284,0.010011480475571011,0.020042691925951456,0.020017330506827517,8.463900486337667e-06,2.356402184711974,2.3627626335801915,2270.220747059392,2270.220747059392,0,0,0,0,100,BUY_SEED,0.0
11400,0.2740000000000009,-0.9537169507482268,66.0,0.0,89795.0143350236,19.999941986126075,0.010020702922543872,0.020042691925951456,0.020017330506827517,1.215287927548183e-05,2.3553810612060313,2.363359866433746,2270.220747059392,2270.79458820437,100,0,0,0,-100,GROW_LEAVES,0.00025781618049571534
12000,0.2740000000000009,-0.9396926207859083,66.0,0.0,89259.27040764554,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2270.79458820437,2271.666420441658,0,0,100,0,-100,GROW_ROOTS,0.0003915970898519486
12600,0.2740000000000009,-0.9238795325112866,66.0,0.0,88726.44295266128,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,CLOSE_STOMATA,0.0
13200,0.2740000000000009,-0.9063077870366498,66.0,0.0,88197.68429454578,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_LEAF,0.0
13800,0.2740000000000009,-0.8870108331782216,66.0,0.0,87672.09818825667,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,OPEN_STOMATA,0.0
14400,0.2740000000000009,-0.8660254037844386,68.0,0.0,87149.66559845512,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,OPEN_STOMATA,0.0
15000,0.2740000000000009,-0.8433914458128857,68.0,0.0,86630.36760400991,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_LEAF,0.0
15600,0.2740000000000009,-0.8191520442889917,68.0,0.0,86114.1853973118,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,PRODUCE_STARCH,0.0
16200,0.2740000000000009,-0.793353340291235,68.0,0.0,85601.10028359194,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_ROOT,0.0
16800,0.2740000000000009,-0.7660444431189779,68.0,0.0,85091.09368024443,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,CLOSE_STOMATA,0.0
17400,0.2740000000000009,-0.7372773368101239,68.0,0.0,84584.14711615288,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_STEM,0.0
18000,0.2740000000000009,-0.7071067811865474,62.0,0.0,84080.24223102094,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_ROOT,0.0
18600,0.2740000000000009,-0.6755902076156601,62.0,0.0,83579.36077470699,19.99992912901874,0.010020702922543872,0.020042691925951456,0.02003134209635536,1.775751508661858e-05,2.3539787107598595,2.3642672375057803,2271.666420441658,2271.666420441658,0,0,0,0,100,BUY_ROOT,0.0
19200,0.2740000000000009,-0.6427876096865393,62.0,0.0,83081.48460656269,19.99991627191927,0.01002996632991771,0.020042691925951456,0.02003134209635536,2.146287803615479e-05,2.3529831848200335,2.3648671228979974,2271.666420441658,2272.2428102338076,100,0,0,0,-100,GROW_LEAVES,0.0002587931505533929
19800,0.2740000000000009,-0.6087614290087205,62.0,0.0,82586.01930498335,19.99991627191927,0.01002996632991771,0.020042691925951456,0.02003134209635536,2.146287803615479e-05,2.3529831848200335,2.3648671228979974,2272.2428102338076,2272.2428102338076,0,0,0,0,100,PRODUCE_STARCH,0.0
20400,0.2740000000000009,-0.573576436351046,62.0,0.0,82094.10318426178,19.99991627191927,0.01002996632991771,0.020042691925951456,0.02003134209635536,2.146287803615479e-05,2.3529831848200335,2.3648671228979974,2272.2428102338076,2272.2428102338076,0,0,0,0,100,BUY_ROOT,0.0
21000,0.2740000000000009,-0.5372996083468238,62.0,0.0,81605.1385594195,19.99991627191927,0.01002996632991771,0.020042691925951456,0.02003134209635536,2.146287803615479e-05,2.3529831848200335,2.3648671228979974,2272.2428102338076,2272.2428102338076,0,0,0,0,100,BUY_SEED,0.0
21600,2.0388,-0.49999999999999983,60.0,0.0,81119.10772137043,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2272.2428102338076,2273.087372020794,0,100,0,0,-100,GROW_STEM,0.0003791015380723931
22200,2.0388,-0.4617486132350339,60.0,0.0,80635.14850548583,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2273.087372020794,2273.087372020794,0,0,0,0,100,OPEN_STOMATA,0.0
22800,2.0388,-0.4226182617406993,60.0,0.0,80154.93760547502,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2273.087372020794,2273.087372020794,0,0,0,0,100,BUY_LEAF,0.0
23400,2.0388,-0.3826834323650898,60.0,0.0,79677.60796951281,19.999903414827678,0.01002996632991771,0.020056265240385156,0.02003134209635536,2.6892203809635987e-05,2.351622377826112,2.3657461118838152,2273.087372020794,2273.087372020794,0,0,0,0,100,OPEN_STOMATA,0.0
