Time,,,Percentage Sliders,,,,,Intake,Mikromol/Second,,,Masses,gramm DW,,,Pools,Mikromol,,Rates,MirkoMol/Second,,
Days,Hours,Minutes,Leaf_percentage, Stem_percentage,Root_percentage,Starch_percentage,Seed_percentage,Water_in,Nitrate_in,Starch_in,Photon_in,Leaf_mass,Stem_mass,Root_mass,Seed_mass,Water_pool,Starch_pool,Nitrate_pool,Leaf_rate,Stem_rate,Root_rate,Seed_rate
0,3.520931666666667,31.2559,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.0,4.0,0.1,0,0,0,0,0,0,0
0,4.183816944444445,11.029016666666667,18.888888888888886,18.888888888888886,62.22222222222222,-100.0,0,0,0,0,0,0.9,1.0,4.177978221872212,0.1,0,0,0,0.0,0.0,0.00046156177871425896,0.0
0,4.853374444444444,51.202466666666666,18.888888888888886,18.888888888888886,62.22222222222222,-100.0,0,0,0,0,0,0.9,1.0076906498103821,4.214851171597653,0.1,0,0,0,2.0432119581248465e-05,2.0432119581248465e-05,6.730580567904099e-05,0.0
0,5.518595,31.1157,28.33333333333333,28.33333333333333,43.333333333333336,-100.0,0,0,0,0,0,0.9,1.0158671858226833,4.2417856431677015,0.1,0,0,0,2.0519284980924368e-05,2.0519284980813346e-05,6.759293876079653e-05,0.0
0,6.190487777777777,11.429266666666667,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9,1.027224748866745,4.261683526808646,0.1,0,0,0,2.9823668727169128e-05,2.9823668727169128e-05,4.561266981806256e-05,0.0
0,6.852038611111111,51.12231666666667,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9,1.0369389058840288,4.284770824693689,0.1,0,0,0,2.3304988734484944e-05,2.330498873437392e-05,6.095150899776414e-05,0.0
0,7.520261666666666,31.2157,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9093108329502939,1.0462802467712264,4.30920202393726,0.1,0,0,0,2.3321169785095464e-05,2.3321169785095464e-05,6.099382866908698e-05,0.0
0,8.192821666666667,11.5693,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9186768527859276,1.0556462666068618,4.333697768122681,0.1,0,0,0,2.332188680298497e-05,2.332188680298497e-05,6.0995703945909696e-05,0.0
0,8.85704138888889,51.42248333333333,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9279452073679995,1.0649146211889324,4.357938080106564,0.1,0,0,0,2.3322603842856893e-05,2.3322603842856893e-05,6.099757928135219e-05,0.0
0,9.519926666666667,31.1956,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.937232502410663,1.074201916231595,4.382227928679511,0.1,0,0,0,2.3323320904822253e-05,2.3323320904822253e-05,6.09994546736381e-05,0.0
0,10.1874825,11.24895,21.66666666666667,21.66666666666667,56.666666666666664,-100.0,0,0,0,0,0,0.9465573988738244,1.0835268126947548,4.406616119429386,0.1,0,0,0,2.3324037988659008e-05,2.3324037988659008e-05,6.1001330124543784e-05,0.0
