Time,,,Percentage Sliders,,,,,Intake,Mikromol/Second,,,Masses,gramm DW,,,Pools,Mikromol,,Rates,MirkoMol/Second,,
Days,Hours,Minutes,Leaf_percentage, Stem_percentage,Root_percentage,Starch_percentage,Seed_percentage,Water_in,Nitrate_in,Starch_in,Photon_in,Leaf_mass,Stem_mass,Root_mass,Seed_mass,Water_pool,Starch_pool,Nitrate_pool,Leaf_rate,Stem_rate,Root_rate,Seed_rate
0,10.383645833333333,23.01875,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1,4.0,0.1,0,0,0,0,0,0,0
0,11.049867222222222,2.9920333333333335,0.0,0.0,100.0,-100.0,0,0,0,0,0,0.9,1.079423816216242,4.402150383198038,0.1,0,0,0,0.00023401242255838284,0.0002340124225581608,0.0011848862203831523,0.0
